Human_classifier_polarity,label,Metacritic_polarity,review
1,regular,1,Superman's character was boring and there was no life in himThere was very little actionThe story was badBad movie overallA disgrace to the man of steel
1,regular,1,"Did we see the same movie?  I love pretty much enjoy anything Jonah Hill is in. Even early highlights from his career like his short appearance in 40 Year Old Virgin or his amazing 13 hours of  sucking in Grandma's Boy to his Oscar nominated roles in Moneyball and Wolf of Wall Street are impressive. Besides a small handful of jokes that actually work, Hill not funny in 22 Jump Street, nor is Tanning Chatum. What a shame, I was hopeful it would be good. It's really bad. Skip this, for real!"
1,regular,1,"Throw the bad parts of CSI, 28 days later and the classical Hollywood ""the good guys save the world"" theme into a pot, and you end up with a time-wasting, absolutely mediocre - overall even unintentionally random - movie like this."
0,regular,0," I LOVED this movie SO, SO, SO, SO much. When I saw it for the 1st time I was so in love with it. I wanted to cry, but I disn't. The ending was lovely, and throughout the whole move I was just babck and forth. I was like Astonished, then angry. Happy, then sad, but overall I was so pleased with the movie. It is MOST definitely #1 on my movie list."
1,regular,1,"I got the impression Ryan Johnson got in to destroy Star wars lore and troll JJ Abram That's the only explanation I can come up with after Watching the last Jedi beside obviously Disney trying to sell us useless toys.More seriously I loved Rogue One and I very much enjoyed TFA.The latter wasn't perfect but the characters were consistent and very likable with a great dynamic between them, the action was on point and the question that were set up were nothing but exiting.And more importantly the Star wars mythos was still standing strong.TLJ however did not make any sense.It didn't bother making any significant and meaningful characters growth to the old and the new (aside surprisingly for rose)and to answer half the main driving questions and themes brought up in the previous episode(and when it did it was in very poor fashion or stupid manner). It isn't a bad made movie per say but Story and characters wise it was so off I got the impression that sometimes I was watching an entirely new but less entertaining saga.Plus nothing felt earn in it..aside from some nice visuals and action scenes there is not much there I enjoyed.Spoiler----If you are still reading my post and wanna know why I am so disappointed just look at the following and  tell me if i am wrong to be. - we still don't understand what the hell is the first order, whence they come and how they rose up to preeminence?-How the resistance came about to be ,why there is even one?-Where does Snoke come from? why is he so powerful? and how...can kylo kill him so easily knowing how powerful he is..like i am still scratching my head over this.-What is Rey's origin and why is she so powerful?(stating her parents are nobodies does not answer that a tiny bit)-Why Kylo turn to the dark sidewho and where are the knight of Ren? -How comes Finn has been able to escape from his conditioning as a Storm trooper.Why does Luke refuse to go back to help the resistance after he gave a map to R2D2 so that the resistance can find him ? How comes he cannot feel the force in Rey when he first see her?why would Luke even try to kill his young nephew when he is not even able to kill his dad (Darth Vader) who was the most evil villain beside the emperor we have ever witnessed and the almost perfect embodiment of darkness. Why would he wanna leave the whole galaxy without Jedi to protect it knowing evil is still around just because he got upset.Why would Finn try to leave the resistance knowing that Rey will come back after he's been ready to sacrifice his life for her three times?How does it happen that Finn can fight Captain Phasma so easily without any training and having been kicked his ass by a less ranked Stormtrooper.Why is kylo so obsessed with Rey without even knowing her ?How comes lea has power now?Why can Luke touch lea and lea touch him when no one is able to touch him, even kylo ?How come Snoke is killed in the second movie????why make a movie that doesn't follow the plot laid in the former one ?what was the point of Finn and Rose arc ?What about kilo training? nothing?What about Rey Training? nothing?Why make Luke a coward ?is Rey stronger than luke? how comes she is able to mate him?...come on guys!!See this movie can't save itself and to me Ryan Johnson just butchered star wars.Sure the prequels have problems and lots of them.Everyone can acknowledge that but this is just awful.Ryan johnson wasn't the man for the job he should have been given an entire new trilogy all for himself.Putting him in this one was a big mistake. He just ruins the all thing to me with his poor choices. Praising that film as the new empire strike back is a definitively a non sense to me. maybe i missed something but That movie was a failure to me.But that is just my opinion though."
0,regular,0,"Awesome movie. I wont go into to much detail but I really enjoyed it, I thought it might be just another pitch black and I'm not the biggest Riddick follower, but it really plays into the Riddick Series. I'd recommended watching it and I hope we get another!"
1,regular,1," I'm really trying to think of the reason this film got so many good reviews, but I can't. The movie had very few funny moments, although I didn't sit through the whole thing, it was too crude and boring."
0,regular,0,Like a bull ride from hell; people could not handle it because it was too wild. This movie pushed the limits of mental prejudice well beyond anything ever before tried. Bruno reveals prejudice in viewers by attempting to offend you as much as possible. If you were offended than the movies purpose was successful. If you were not you were able to see the hilarity that ensued on screen.
1,regular,1,"I really enjoyed the original. This movie is a literal copy and paste job. That wouldn't be so bad if it was funny, but it isn't. The overall concept and the escalation is no longer funny, there's nothing new (car chase, getting involved with criminals, bodily deformation, random animal and mini sidekick... it really is a shamefully unoriginal sellout), and the dialogue isn't funny... I think I laughed twice during this film. Avoid, even, or in fact especially, if you liked the original."
0,regular,0,"Over The Hedge is an original, mature kids movie that relies less on potty humor and has more grown-up jokes. The movie isn't explicit, just sophisticated. A talented cast including Bruce Willis and Steve Carrell make this a very good movie, even for adults."
0,regular,0,"I think this movie was so funny, just like its prodecessor, Despicable Me 1. It had an appropriate mixture of comedy, action and heartfelt family moments. However, some of the characters should've gotten more screen time and there could've been more romance to make the movie more exciting."
0,regular,0,"This movie is a perfect-to-watch-with-friends comedy. So perfect in fact, there wasn't a time where I wasn't at least smiling. It's humor is somewhat dated and slightly stupid, but it's actors carry it so well."
0,regular,0,One of the best comedies...movies of all time. Hits the nail right on the head over and over.
1,regular,1,"Don't let this latest Amy Schumer flick fool you. ""I Feel Pretty"" is neither funny, nor earnest in what it's trying to say. In fact, lemme' ask the question - what the hell is this movie even trying to say anuway? ""It's okay to look however you want?"" Well, the fat jokes and gluttony humor seem to squelch that theory, don't they? Okay, well, what about - ""it's okay to be insecure?"" Well, the movie seems to think so, but only if you're ""ugly."" In fact, if you're ""attractive"" and are insecure, your insecurity isn't legitimate, you aesthetically privileged  This movie is disingenuous, soulless, and thematically confused to an almost abhorrent fault. Also it's just not funny. It's a boring, overlong mish-mash of better movies. ""Big,"" ""What Women Want,"" ""Shallow Hal,"" even ""13 Going 30"" has more of an honest sense of theme than this. Just don't watch. Don't do it."
0,regular,0,"Not my favourite movie, but I have to admit... it is the best movie ever! And don't tell me ""godfather"" and that kind of movies because this is the most incredible story of friendship and redemption. I love Frank Darabont and for me, all of his movies are the best ever. The Mist, Green Mile and The Shawshank Redemption are 3 movies that any director wanna do."
0,regular,0,"This is what a Judge Dredd movie should be like. Great acting, beautiful cinematography, visually stunning action scenes and gritty violence. This is one of the best movies I've seen in a while."
1,regular,1,"Stupid AF! I can't believe that anyone in the right mind could give this crap a passing mark. Of course, Kabbalists don't count as right in the head so I assume that the user score is pumped to the INCREDIBLE 7.3 thanks to those imbeciles. Dumb and boring beyond comprehension. But don't take my word for it: go see it. Why would I be the only one to waste two hours of life on this unimaginable junk?"
1,regular,1,"I swear, I liked the first 20 minutes, and the animation and effects were awesome, but when both the clichÃ© ''human badass'' actors came in, it just ruined it to me. I was begging to god for the movie to end, and I almost slept in the last 10 minutes. Trash."
1,regular,1," I wish I had the time to do a video side by side of how many past episodes this movie shamelessly ripped off. Homer getting a Pig (Homer goes to college), Bart idolizing Flanders (Boy Scoutz 'n the Hood), Lisa crusading for the environment (The Old Man and Lisa), Springfield destroyed by pollution (Trash of the Titans), Homer goes on a hallucinogenic quest (El Viaje Misterioso de Nuestro Homer, and probably a few others), Marge and Homer having marital problems (every 6th episode), and that's all I can think of off the top of my head. Except none of it is as clever or smart or endearing as the show was for the first 10 seasons (more or less). Right about now, the shows creators would trot out the Comic Book Guy and have him point to me and say ""Worst Reviewer Ever!"", something they seemed to do a few seasons ago, for nearly every episode to deflect all the criticism the show had been receiving, rather than come to their senses. The sad reality is, The Simpsons has long faded from its intelligent, witty, and social relevance years ago. It has sadly devolved into a clichéd, mishmash of recycling old episodes and tired jokes. What's worse is that newer episodes are typically stapled together with potty humor, drug jokes, and chronically arduous slapstick. Something, the series used to sparring incorporate, and mostly for irony. This movie practically drowns in exhaustive slapstick, and includes at least 2 blows to the... ""family jewels"". Word of mouth and positive reviews gave me hope that years of development time and rewrites could've signaled a return to its brilliant form. It didn't even come close."
0,regular,0," This is literally the perfect film, there is no other way someone logical can put it."
1,regular,1,"Michael Bay is spinning his new dark comedy Pain &amp; Gain as a lower-budget personal project, a character piece that allows him to satisfy his fanciful muse before returning to less spiritually fulfilling endeavors. But don’t expect Sundance fodder from the man who previously blessed the world with Pearl Harbor, Armageddon, and other clattering cinematic migraines. Bay’s idea of “small” and “personal” is making a film not about giant robots—the stars of his Transformers trilogy—but manly men with the physiques and dimensions of giant robots. Set in sun-baked, steroid-addled ’90s Florida, Pain &amp; Gain buffs up an ostensibly true story of greed and ruthless ambition into a comic-book macho fantasy of upward mobility gone awry. Any pretensions of satire, moral ambiguity, or social commentary get lost in a hurricane of empty, mindless spectacle. Mark Wahlberg’s epic winning streak ends with the thankless lead role of a hotshot, morally slippery personal trainer who decides to take control of his life and his finances by kidnapping, torturing, and then seizing the assets of a rich, gaudy Jewish businessman (Tony Shalhoub). Often-unhelpful assistance arrives in the form of fellow gym freak Anthony Mackie and ex-con Dwayne Johnson, who clings to sobriety and faith as the cornerstones of a tough life. Due in no small part to the stupidity of the conspirators, the plot does not go according to plan. But that doesn't keep the overmatched crooks from plunging further and further into a world of criminality, from which they struggle to emerge with their lives or freedom intact. Pain &amp; Gain has one huge asset (literally) in the underrated Johnson, who lends his spiritual-struggler a sincere, poignant conviction (before he falls off the wagon) and a go-for-broke desperation (after he loses his spiritual center and embraces cocaine with the same intensity he once embraced Jesus’ purifying love). The squirmy humanity of Johnson’s performance stands in sharp contrast to the gratingly excessive visual style; Bay manages to recreate the overbearing and frenetic qualities of his usual fare, but at a fraction of the budget. Pain &amp; Gain is less a satire of stupidity than a loud, brash, unapologetically vulgar celebration of aggression divorced from intellect. It’s the film Wahlberg and John C. Reilly’s characters in Boogie Nights would have written as a vehicle for themselves in a coked-up, narcissistic delirium, fatally unaware that the narrative makes them look like oblivious, dim-witted  not the swaggering, Tony Montana-like badasses of their pop-culture–warped imaginations."
0,regular,0,This may be the best move I've ever seen!
1,regular,1,"Connery is the ultimate Bond, Moore is the funny Bond, Dalton is the cool Bond, Brosnan is the suave Bond and Craig is... the ugly Bond? I have no idea why they came up with the ludicrous idea to pick Craig as the new Bond and why they decided to make Bond movies so dark and boring. In this movie Craig is coming out of the closet as gay Bond. Javier Bardem wants to kill his rival M, who keeps stalking Bond and following him around on every mission. Bond will be his and his alone... I was really happy when Judi Dench was finally killed of, that must have been the only positive thing about this otherwise dreadful movie. And I can't wait for the next actor to play the role of James Bond. It can't get any worse than this, can it?"
0,regular,0,"I thought this was excellent! I was very surprised by this film; I expected it to be good, but it was better than what I imagined. Nicole Kidman received an Oscar nomination for he role...I originally just assumed the Academy threw her in the lineup simply because she's a star and generally good in all of her films. I was completely wrong, as I was with the film, also. This film was great...one of my favorites of 2010! The film starts out a little slow, but once it picks up, it's so good. The thing I loved the most about the film is that the story is so common, yet completely real. I have never seen a film, dealing with the same basic plot line, feel as real as Rabbit Hole. The dialogue and screenplay was absolutely fantastic. I literally felt like I could have been standing in a neighbors home; the script was so realistic. The acting that went along with the fantastic script: Superb! Nicole Kidman gives a truly great performance. One of the best of her career, and absolutely worthy of her Oscar nomination. Aaron Eckhart also gives a fantastic performance...definitely among the best performances of his career. Hats off the supporting cast as well: Dianne Wiest, Tammy Blanchard, Miles Teller, and Sandra Oh...they all give very solid performances. I cannot speak more highly of this film! It truly blew me away. It was so simple, but real beyond belief. The acting is solid all across the board. See this film! I can't recommend it enough!"
1,regular,1,"I feel really bad for the people who gave this movie a positive review. Not a single person in their right mind would give this above a 2. The acting in this movie is absolutely dreadful, and atheists are portrayed as hateful people, just for the fun of it. It portrays the misotheist philosophy teacher as an indoctrinating son of a  That's rather ironic, as the sole purpose of this movie is to talk  about muslims and atheists, while portraying christians as perfect and right no matter what they do. Dropped in to give this movie a 0, as a user score of 3.1 is far too high."
0,regular,0,"A masterpiece of stop-motion. Stimulating touching story in 66 minutes of lost innocence, fellowship, love and hope. Lots of laughs and tears. Some parts may be not suitable for kids U8."
1,regular,1,"Unlike just about everyone in the world, I didn’t really care for this film. (Again, all hate mail please send directly to Hank.) I do think the film looks beautiful, they really spent time creating a believable world for these animals to live in. None of that is an issue for me. What is, is the fact I didn’t find this at all funny. And for a kids film made for kids (and furries) there should be some laughs. Or at least a few chuckles, right? Nothing. Dead silence. There were a few moments that did get what you might consider a “chuckle” or what you humans call a “laugh”. Scenes include – when the hounds start howling in kind of a domino effect. And of course the scene that is in the trailer with the slow as hell sloth that works at the DMV. Those were the only two that registered with me. This film didn’t really have any jokes. I’m not saying it has to be Ice Age or something. It doesn’t have to be filled with idiotic fart and poop gags, but some jokes would be nice. At least for the kids that have to watch this. Do it for their benefit. But that’s the thing. I don’t think was really made for kids. If I had to compare this to anything, it would be Who Framed Roger Rabbit. At least in tone. Zootopia is 48 Hours if it were played by animals. Maybe what threw me off was just that. I wasn’t expecting an adult buddy cop movie with cute bunnies. And you might be asking yourself, what is wrong with that? Nothing! Nothing is wrong with that. I want more adult geared animation to come out. Again, not everything has to be like Ice Age or the Madagascar films. Thank god. Now the biggest issue I had with the film. The predictable plot. As soon as a character shows up in the film, I knew instantly what was going to happen throughout the rest of the movie. This film also shares some comparisons to Cats &amp; Dogs. Think about it. Now this spoils not only Zootopia but also Cats &amp; Dogs, so you’ve been warned. I know how much you’ve been looking forward to finally seeing Cats &amp; Dogs, so I don’t want to ruin anything for you. Cats are kidnapping dogs, making them allergic to humans, so cats can be the dominate house pet. In Zootopia, predator animals are being drugged so their killer animal instincts kick back in, making non predator animals the now dominate… um house pet. Predator animals run everything. The mayor is a lion and just about every animal on the police force is a male meat eating predator. So kind of like Cats &amp; Dogs, right? This was a film I was really looking forward to and was completely disappointed by. It looked beautiful and dealt with more adult issues you normally wouldn’t get out of something designed to keep kids occupied for 90 minutes. But I just wish it had a bit more humor and a less generic, predictable plot. - Capt. Peachfuzz"
1,regular,1," bad cast, story feels long and drawn out for a 90minute film. The Happening is just another flop from M Night."
1,regular,1," ""A depiction of the last 12 hours in the life of Jesus Christ as he is crucified in Jerusalem."" This monotonous movie relied on people finding this 12 hour period interesting; in reality who really cares? If the Bible or the story of Jesus was slightly believable I would of enjoyed this. However, as it is an insult to anyone remotely educated, I'd rather label this movie ""The last 120 minutes of Mel Gibson's directing career."""
1,regular,1," The movie abused the camcorder first person view. It was great for a while but shakey cam was pretty annoying. The movie used some guy's stupid going away party as a plot device so that when the monsters came, they'd all be together. The monster's origin wasn't even hinted at, leaving their existance and origin left COMPLETELY open for interpretation. I'm all for making the viewer think, but that was just lazy writing. The end, aka ""Thanks for your money"", tried to use ""the camcorder as the storyteller"" but completely failed. Massive disappointment."
1,regular,1," Some people are calling this the best film of all time. W. T. F. This film's characters were absolutely terrible. The acting was decent, especially from Phoenix, but everything else about it was quite lacking. Watch it with the professional eye and you'll see that the editing is in fact, quite non-professional and sloppy. The writing was without a doubt the worst thing about it. I don't know what some people see in it, all they look for in movies are action, which this film delivers solidly along with the acting, but does not do so with anything else."
0,regular,0,"This is the first great super hero film. It holds up very well even approaching 30 years into the future. It also introduced the world to Batman the way he is meant to be seen: a creature of the night, fighting against dark, twisted characters.Michael Keaton and Jack Nicholson deliver flawless performances, creating the iconic Batman/Joker cinematic rivalry."
0,regular,0,"Thor has always been a difficult franchise for me. I like Marvel, I do think Chris Hemsworth is a decent actor, but the character didn't work for me. Not in the Avengers movies and definitely not in the Thor standalone movies. Too dour, too serious, the character isn't a lot of fun except for a few one lines. That is until this movie. He was fantastic. The humor bordered on too much, but never crossed that line of being too silly.The rest of the movie was pretty good as well. I liked having Hulk/Banner in the movie. I believe Marvel is underutilizing Mark Ruffalo and it was great to see him involved. I also enjoyed Scrapper 142 as a person who surprises Thor with her origins (won't say more for spoilers) and of course The Grand Master was awesome. How can people not love Jeff Goldblum. He is one of those people I could watch an hour of him just talking. I absolutely loved the storyline on his planet, the gladiators and the revolution.Sadly the part I didn't like was about Hela and the whole Asgard part. This part felt less fun, less interesting and seemed mostly a way to move around the pieces in the Marvel Cinematic Universe. She wasn't interesting and I absolutely hated her outfit. That being said, it is fortunate they seem to spend more time dealing with Hulk/142/Thor on the scrap planet with The Grandmaster. It was pretty awesome.The one other thing though that this underlined was the way Marvel ignores women. So many little cameos in the movie, and the one little tiny thing involving Black Widow just reminded me that we haven't seen  a Black Widow movie, she gets less screen time then any of the others (even the Scarlett Witch, but she doesn't even get her own movie). I am not sure what the problem is with Marvel, they have the Black Panther coming up (and I am going to be there first in line to see it) but still no women led movies.The fact that D.C. has them beat on this just confuses me even more.That being said, the movie was great. Definitely in the top 5 Marvel movies for me and the best Thor movie period.The good: Action packed with a lot of fun moments. It was great to see Hulk/Banner as well, but Thor definitely made it his movie.The bad: The part in Asgard was not in sync for me with the rest of the movie, and the whole movie underscored Marvel's issues with female lead roles.Of course I will see the next one, and I like his short hair better."
0,regular,0,"At times when watching a monotonous documentary, there are feelings as though I was placed in a relatively interesting history class. In other words, while many documentaries have some appeal to them, a lot of them lean towards the lets lecture the audience motive instead of actually creating an entertaining experience. Exit Through The Gift Shop breaks this mold and instead creates a documentary that creates a narrative filled with comedy and artistry that depending on the person, one would hardly disregard. There has been wide speculation that Guettas story is another of Banskys pranks to fool its audience, hence the Brainwash. The artistry that is induced within Guettas works are of ridicule and it causes the audience to question the factuality of the film overall. While that may be called to question, there is no doubt that the film is entertaining. There are some stunning pieces of street art and present is an insight of this sub-mainstream movement. Banksy displays how street art is slowly being sold-out and that it is slowly become more prevalent in society than ever before. Overall, this film is insightful as well as engaging; it is crafted in a manner that it displays a fully played out story, with many elements contributing to the films overall success. It never seizes to be fascinating, and there is a sense of completeness that is absent in many movies of its genre. Anyone with interest in the world of street art or art as a whole will find Banksys film to be both compelling and intuitive."
0,regular,0,Awesome movie. Probably one of the best movies I've seen in 10 years. Sterling work on every level. I will go see this again.
1,regular,1," Very bland, boring, and unfunny in long stretches of the film."
0,regular,0,"Twenty years have passed since Ewan McGregor's character ran off with the haul from the quartet's heist in the original. He returns to make amends and catch up with the gang. Much hasn't changed for them or for director Danny Boyle. He still crams the film full of vibrant imagery, flashy editing, a pounding soundtrack and mildly extreme moments. (The Scottish accents are still sometimes hard to crack.) Flashbacks from the original add poignant moments, but the guys are as spunky as ever. There's not a lot of plot…just interactions between them, but it still holds up as a flashy cinematic reunion."
1,regular,1,The worst comedy film i have ever seen!This movie make lock jack and jil like the best comedy.........................................................
1,regular,1,i loved looper but all the respect that this director used to receive from me has vanisheddisney threw away any care for star wars like a terrible written idiot would throw away a light saber
0,regular,0,"The Muppets is colorful, funny and has great music for give terrific entertainment for any kind of audience. It also has unofrgettable story-telling and breathtaking characters. This is not a classic, but Disney made a great election in take this film in the company. The Muppets are back on TV!!"
0,regular,0," Besides Elf, this movie is the best Will's ever done. He is, as always, hilarious, and I love how they bust on NASCAR!!! Especially the women!"
1,regular,1,"This film is shot on old cameras, in a 70s style documentary, that someone would have made on an old camcorder. Someone uncovers the tapes of this secret, classified, NASA mission, that was buried and turns it into this film. Apollo 18 shows how the astronauts came into contact with extra terrestrial life. I was expecting this to be a trippy Sci-Fi movie, it wasn't. I also thought maybe the aliens would be hostile and it would be an action packed horror flick, not really. The truth is, it's hard to say what this was besides bad! First of all, the look they use for effect, hampered the viewers, the constant interruption and flashes were just  annoying! The actors really have no dialogue outside of their work, meaning we know basically nothing about them, so there is no connection with the audience. The dialogue is bland, the effects are cheap, and the cinematography makes you want to vomit. It's not Paranormal Activity, nor is it the Blair Witch, it's a cheap rip off of both, that's not worth one minute of your time."
0,regular,0,"It's a real horror thrilling film with actual goosebumps raising on your arms. And it holds a perfectly gripping story- very horrific and violent though. The film is effective on the mind and is visually brilliant through horror and graphic. The tape is very scary as Gore Verbinski has made it. Very gripping and a masterpiece from start to Finish. Now, a normal sensitive person wouldn't watch this movie because its very very scary movie but if you look it by thriller it's very intense and gripping. The tape is very unusual and weird telling the horrific story of Samara Morgan the main focused part of the movie- the villain and the controller of the tape. You wouldn't get the climax and you would with Samara creaking out of the tv that the camera guy is watching."
0,regular,0,"Widely tense, powerfully written and well acted, ""The Pianist"" is a truly moving motion picture that manages to entertain everyone who likes war films."
1,regular,1," I'm speechess that most of your fools are taken in by the PR hype machine. Yes, the 3D is great but you need a story to go with. Not a remake of Dancing With Wolves and Pocohontas. After 30 minutes you know the ending which is coming another 2 1/2 hours later. Pure Hollywood PR Garbage. I dare you to watch this on regular TV again without the 3D glasses that they made us pay three bucks for. What a ripoff."
0,regular,0,"The Desolation of Smaug is a much improved instalment of the Hobbit franchise. The movie adopts a frenetic pace that captures the viewer whilst also exploring welcomed new fantastical themes within Middle Earth. It is clear that Peter Jackson has taken a much more colourful approach in his story telling of Middle Earth. The film never reaches the emotionally gripping and dark aspects of the Lord of the Rings, and rather takes a more vibrant and fun route. Whilst this provides a great film for the most part, it once again does not live up to the ridiculously high expectations set up by the Lord of the Rings. A good film nevertheless, ending on a painful cliffhanger that sets up the third film expertly."
1,regular,1,Such such SUCH a stupid movie!!! The effects are maybe the only good things in this movie! The story is soooooo lame! Why i have to write 150 characters when i can sum it up in a few words?!
0,regular,0,"A really fun movie with some really nice jokes and good action sequences, combined with witty back-and-forth banter between the main characters make The World's End a great ending to Three Flavours Cornetto (or whatever you want to call it) trilogy."
0,regular,0,"Absorbing documentary of the long odyssey of photographer Sebastiao Salgado. Touching pictures that mixes the beauty of nature and the human tragedy, some of them are heart breaking so breathless. A shall to see."
1,regular,1,"Although visually wonderful to behold, the story is downright dreadful and dull. People who expect a prequel to ""Alien"" will be disappointed, even if you just want to see a decent scifi-horror-flick you might leave the theatre dissatisfied. All of the characters seem to suffer from the infamous ""character in a horror movie disease"": They got the depth of cardboard cutouts and their actions are ranging from inconsiderate to insanely stupid."
1,regular,1," Visually beautiful. Captures a number of photogenic scenes and animates them- without bringing them to life. To analogize this film to the source material is to compare a soulless flesh-eating zombie to Frankenstein's tragic creation. It is a low-functioning, blood-thirsty automaton, oblivious to even its own state of undeath. To the dubious fanboys who actually rate this movie above 3, I suggest that you truly re-read Moore's masterpiece before presuming that its detractors have failed to intellectually digest the intricate themes of the original. Only a superficial appreciation of the graphic novel would lend this film any credibility as a faithful adaptation."
0,regular,0,"The thinking man's Pulp Fiction.  Yes, I liked it too, but this is way better.  If you're looking for sympathetic characters, you'll hate this movie. Chris McQuarrie very deliberately cut a favorite dialogue from this movie because it evoked sympathy for one of the characters.  ALL are flawed, such is life. I've run into a couple people who tell me, ""I just couldn't get past Ryan Phillippe.""  He fits the role and works very well with it, whatever else he's done (I've seen nothing else he's been in so I don't have a bias.)  Benicio is pretty great in this, Caan is wonderful. Dialogue is grand.  You get little scenes that by themselves are gems but put together in this movie sequence can have a gut-punching effect.  The poetry of the entire film taken as a whole is so good, you'll want to replay it from the beginning once you see the end. REWATCHABLE: yes"
1,regular,1,"One of the worst movies i have ever seen! even my wife hated it. two hours of my life i will never get back. if you have trouble falling asleep, watch this movie, its like watching paint dry."
